Station_ID,MeasurementDateGMT,PM2.5 (ug/m3),PM10 (ug/m3),NO2 (ug/m3),,
CR8,2018/3/13 8:00,18,,,,
CR8,2018/3/13 9:00,18,,,,
CR8,2018/3/13 10:00,17,,,,
CR8,2018/3/13 11:00,15,,,,
CR8,2018/3/13 12:00,15,,,,
CR8,2018/3/13 13:00,11,,,,
CR8,2018/3/13 14:00,12,,,,
CR8,2018/3/13 15:00,11,,,,
CR8,2018/3/13 16:00,13,,,,
CR8,2018/3/13 17:00,10,,,,
CR8,2018/3/13 18:00,11,,,,
CR8,2018/3/13 19:00,17,,,,
CR8,2018/3/13 20:00,16,,,,
CR8,2018/3/13 21:00,14,,,,
CR8,2018/3/13 22:00,14,,,,
CR8,2018/3/13 23:00,11,,,,
CR8,2018/3/14 0:00,13,,,,
CR8,2018/3/14 1:00,13,,,,
CR8,2018/3/14 2:00,14,,,,
CR8,2018/3/14 3:00,14,,,,
CR8,2018/3/14 4:00,,,,,
CR8,2018/3/14 5:00,12,,,,
CR8,2018/3/14 6:00,17,,,,
CR8,2018/3/14 7:00,16,,,,
CR8,2018/3/14 8:00,15,,,,
CR8,2018/3/14 9:00,9,,,,
CR8,2018/3/14 10:00,13,,,,
CR8,2018/3/14 11:00,12,,,,
CR8,2018/3/14 12:00,10,,,,
CR8,2018/3/14 13:00,15,,,,
CR8,2018/3/14 14:00,12,,,,
CR8,2018/3/14 15:00,10,,,,
CR8,2018/3/14 16:00,18,,,,
CR8,2018/3/14 17:00,12,,,,
CR8,2018/3/14 18:00,13,,,,
CR8,2018/3/14 19:00,12,,,,
CR8,2018/3/14 20:00,12,,,,
CR8,2018/3/14 21:00,15,,,,
CR8,2018/3/14 22:00,14,,,,
CR8,2018/3/14 23:00,11,,,,
CR8,2018/3/15 0:00,14,,,,
CR8,2018/3/15 1:00,9,,,,
CR8,2018/3/15 2:00,12,,,,
CR8,2018/3/15 3:00,12,,,,
CR8,2018/3/15 4:00,15,,,,
CR8,2018/3/15 5:00,12,,,,
CR8,2018/3/15 6:00,9,,,,
CR8,2018/3/15 7:00,17,,,,
CR8,2018/3/15 8:00,12,,,,
CR8,2018/3/15 9:00,11,,,,
CR8,2018/3/15 10:00,10,,,,
CR8,2018/3/15 11:00,12,,,,
CR8,2018/3/15 12:00,12,,,,
CR8,2018/3/15 13:00,12,,,,
CR8,2018/3/15 14:00,8,,,,
CR8,2018/3/15 15:00,10,,,,
CR8,2018/3/15 16:00,10,,,,
CR8,2018/3/15 17:00,8,,,,
CR8,2018/3/15 18:00,16,,,,
CR8,2018/3/15 19:00,20,,,,
CR8,2018/3/15 20:00,16,,,,
CR8,2018/3/15 21:00,18,,,,
CR8,2018/3/15 22:00,18,,,,
CR8,2018/3/15 23:00,14,,,,
CR8,2018/3/16 0:00,12,,,,
CR8,2018/3/16 1:00,9,,,,
CR8,2018/3/16 2:00,10,,,,
CR8,2018/3/16 3:00,11,,,,
CR8,2018/3/16 4:00,12,,,,
CR8,2018/3/16 5:00,11,,,,
CR8,2018/3/16 6:00,17,,,,
CR8,2018/3/16 7:00,19,,,,
CR8,2018/3/16 8:00,13,,,,
CR8,2018/3/16 9:00,16,,,,
CR8,2018/3/16 10:00,13,,,,
CR8,2018/3/16 11:00,16,,,,
CR8,2018/3/16 12:00,10,,,,
CR8,2018/3/16 13:00,12,,,,
CR8,2018/3/16 14:00,12,,,,
CR8,2018/3/16 15:00,10,,,,
CR8,2018/3/16 16:00,12,,,,
CR8,2018/3/16 17:00,11,,,,
CR8,2018/3/16 18:00,13,,,,
CR8,2018/3/16 19:00,13,,,,
CR8,2018/3/16 20:00,19,,,,
CR8,2018/3/16 21:00,25,,,,
CR8,2018/3/16 22:00,24,,,,
CR8,2018/3/16 23:00,24,,,,
CR8,2018/3/17 0:00,24,,,,
CR8,2018/3/17 1:00,22,,,,
CR8,2018/3/17 2:00,30,,,,
CR8,2018/3/17 3:00,21,,,,
CR8,2018/3/17 4:00,17,,,,
CR8,2018/3/17 5:00,17,,,,
CR8,2018/3/17 6:00,20,,,,
CR8,2018/3/17 7:00,20,,,,
CR8,2018/3/17 8:00,19,,,,
CR8,2018/3/17 9:00,18,,,,
CR8,2018/3/17 10:00,18,,,,
CR8,2018/3/17 11:00,17,,,,
CR8,2018/3/17 12:00,15,,,,
CR8,2018/3/17 13:00,18,,,,
CR8,2018/3/17 14:00,15,,,,
CR8,2018/3/17 15:00,17,,,,
CR8,2018/3/17 16:00,19,,,,
CR8,2018/3/17 17:00,21,,,,
CR8,2018/3/17 18:00,21,,,,
CR8,2018/3/17 19:00,23,,,,
CR8,2018/3/17 20:00,18,,,,
CR8,2018/3/17 21:00,19,,,,
CR8,2018/3/17 22:00,22,,,,
CR8,2018/3/17 23:00,26,,,,
CR8,2018/3/18 0:00,23,,,,
CR8,2018/3/18 1:00,24,,,,
CR8,2018/3/18 2:00,22,,,,
CR8,2018/3/18 3:00,24,,,,
CR8,2018/3/18 4:00,27,,,,
CR8,2018/3/18 5:00,26,,,,
CR8,2018/3/18 6:00,24,,,,
CR8,2018/3/18 7:00,24,,,,
CR8,2018/3/18 8:00,21,,,,
CR8,2018/3/18 9:00,22,,,,
CR8,2018/3/18 10:00,24,,,,
CR8,2018/3/18 11:00,21,,,,
CR8,2018/3/18 12:00,23,,,,
CR8,2018/3/18 13:00,23,,,,
CR8,2018/3/18 14:00,23,,,,
CR8,2018/3/18 15:00,24,,,,
CR8,2018/3/18 16:00,24,,,,
CR8,2018/3/18 17:00,24,,,,
CR8,2018/3/18 18:00,26,,,,
CR8,2018/3/18 19:00,24,,,,
CR8,2018/3/18 20:00,23,,,,
CR8,2018/3/18 21:00,23,,,,
CR8,2018/3/18 22:00,20,,,,
CR8,2018/3/18 23:00,18,,,,
CR8,2018/3/19 0:00,20,,,,
CR8,2018/3/19 1:00,20,,,,
CR8,2018/3/19 2:00,25,,,,
CR8,2018/3/19 3:00,18,,,,
CR8,2018/3/19 4:00,17,,,,
CR8,2018/3/19 5:00,17,,,,
CR8,2018/3/19 6:00,15,,,,
CR8,2018/3/19 7:00,17,,,,
CR8,2018/3/19 8:00,20,,,,
CR8,2018/3/19 9:00,18,,,,
CR8,2018/3/19 10:00,15,,,,
CR8,2018/3/19 11:00,24,,,,
CR8,2018/3/19 12:00,18,,,,
CR8,2018/3/19 13:00,21,,,,
CR8,2018/3/19 14:00,19,,,,
CR8,2018/3/19 15:00,19,,,,
CR8,2018/3/19 16:00,16,,,,
CR8,2018/3/19 17:00,17,,,,
CR8,2018/3/19 18:00,18,,,,
CR8,2018/3/19 19:00,18,,,,
CR8,2018/3/19 20:00,16,,,,
CR8,2018/3/19 21:00,18,,,,
CR8,2018/3/19 22:00,14,,,,
CR8,2018/3/19 23:00,11,,,,
CR8,2018/3/20 0:00,12,,,,
CR8,2018/3/20 1:00,11,,,,
CR8,2018/3/20 2:00,8,,,,
CR8,2018/3/20 3:00,10,,,,
CR8,2018/3/20 4:00,11,,,,
CR8,2018/3/20 5:00,12,,,,
CR8,2018/3/20 6:00,14,,,,
CR8,2018/3/20 7:00,16,,,,
CR8,2018/3/20 8:00,14,,,,
CR8,2018/3/20 9:00,10,,,,
CR8,2018/3/20 10:00,12,,,,
CR8,2018/3/20 11:00,13,,,,
CR8,2018/3/20 12:00,15,,,,
CR8,2018/3/20 13:00,19,,,,
CR8,2018/3/20 14:00,16,,,,
CR8,2018/3/20 15:00,13,,,,
CR8,2018/3/20 16:00,21,,,,
CR8,2018/3/20 17:00,14,,,,
CR8,2018/3/20 18:00,12,,,,
CR8,2018/3/20 19:00,12,,,,
CR8,2018/3/20 20:00,17,,,,
CR8,2018/3/20 21:00,12,,,,
CR8,2018/3/20 22:00,16,,,,
CR8,2018/3/20 23:00,20,,,,
CR8,2018/3/21 0:00,15,,,,
CR8,2018/3/21 1:00,14,,,,
CR8,2018/3/21 2:00,20,,,,
CR8,2018/3/21 3:00,18,,,,
CR8,2018/3/21 4:00,19,,,,
CR8,2018/3/21 5:00,19,,,,
CR8,2018/3/21 6:00,19,,,,
CR8,2018/3/21 7:00,26,,,,
CR8,2018/3/21 8:00,30,,,,
CR8,2018/3/21 9:00,25,,,,
CR8,2018/3/21 10:00,20,,,,
CR8,2018/3/21 11:00,18,,,,
CR8,2018/3/21 12:00,18,,,,
CR8,2018/3/21 13:00,15,,,,
CR8,2018/3/21 14:00,16,,,,
CR8,2018/3/21 15:00,17,,,,
CR8,2018/3/21 16:00,12,,,,
CR8,2018/3/21 17:00,16,,,,
CR8,2018/3/21 18:00,18,,,,
CR8,2018/3/21 19:00,23,,,,
CR8,2018/3/21 20:00,24,,,,
CR8,2018/3/21 21:00,19,,,,
CR8,2018/3/21 22:00,17,,,,
CR8,2018/3/21 23:00,15,,,,
CR8,2018/3/22 0:00,57,,,,
CR8,2018/3/22 1:00,14,,,,
CR8,2018/3/22 2:00,16,,,,
CR8,2018/3/22 3:00,14,,,,
CR8,2018/3/22 4:00,12,,,,
CR8,2018/3/22 5:00,16,,,,
CR8,2018/3/22 6:00,16,,,,
CR8,2018/3/22 7:00,15,,,,
CR8,2018/3/22 8:00,15,,,,
CR8,2018/3/22 9:00,20,,,,
CR8,2018/3/22 10:00,17,,,,
CR8,2018/3/22 11:00,15,,,,
CR8,2018/3/22 12:00,10,,,,
CR8,2018/3/22 13:00,10,,,,
CR8,2018/3/22 14:00,11,,,,
CR8,2018/3/22 15:00,10,,,,
CR8,2018/3/22 16:00,12,,,,
CR8,2018/3/22 17:00,18,,,,
CR8,2018/3/22 18:00,14,,,,
CR8,2018/3/22 19:00,18,,,,
CR8,2018/3/22 20:00,18,,,,
CR8,2018/3/22 21:00,12,,,,
CR8,2018/3/22 22:00,12,,,,
CR8,2018/3/22 23:00,10,,,,
CR8,2018/3/23 0:00,19,,,,
CR8,2018/3/23 1:00,27,,,,
CR8,2018/3/23 2:00,13,,,,
CR8,2018/3/23 3:00,15,,,,
CR8,2018/3/23 4:00,14,,,,
CR8,2018/3/23 5:00,12,,,,
CR8,2018/3/23 6:00,15,,,,
CR8,2018/3/23 7:00,14,,,,
CR8,2018/3/23 8:00,16,,,,
CR8,2018/3/23 9:00,16,,,,
CR8,2018/3/23 10:00,13,,,,
CR8,2018/3/23 11:00,17,,,,
CR8,2018/3/23 12:00,18,,,,
CR8,2018/3/23 13:00,16,,,,
CR8,2018/3/23 14:00,16,,,,
CR8,2018/3/23 15:00,14,,,,
CR8,2018/3/23 16:00,18,,,,
CR8,2018/3/23 17:00,,,,,
CR8,2018/3/23 18:00,,,,,
CR8,2018/3/23 19:00,,,,,
CR8,2018/3/23 20:00,,,,,
CR8,2018/3/23 21:00,,,,,
CR8,2018/3/23 22:00,,,,,
CR8,2018/3/23 23:00,36,,,,
CR8,2018/3/24 0:00,37,,,,
CR8,2018/3/24 1:00,33,,,,
CR8,2018/3/24 2:00,35,,,,
CR8,2018/3/24 3:00,37,,,,
CR8,2018/3/24 4:00,37,,,,
CR8,2018/3/24 5:00,34,,,,
CR8,2018/3/24 6:00,46,,,,
CR8,2018/3/24 7:00,37,,,,
CR8,2018/3/24 8:00,48,,,,
CR8,2018/3/24 9:00,31,,,,
CR8,2018/3/24 10:00,26,,,,
CR8,2018/3/24 11:00,27,,,,
CR8,2018/3/24 12:00,23,,,,
CR8,2018/3/24 13:00,,,,,
CR8,2018/3/24 14:00,,,,,
CR8,2018/3/24 15:00,,,,,
CR8,2018/3/24 16:00,,,,,
CR8,2018/3/24 17:00,10,,,,
CR8,2018/3/24 18:00,15,,,,
CR8,2018/3/24 19:00,12,,,,
CR8,2018/3/24 20:00,12,,,,
CR8,2018/3/24 21:00,12,,,,
CR8,2018/3/24 22:00,13,,,,
CR8,2018/3/24 23:00,13,,,,
CR8,2018/3/25 0:00,17,,,,
CR8,2018/3/25 1:00,17,,,,
CR8,2018/3/25 2:00,17,,,,
CR8,2018/3/25 3:00,23,,,,
CR8,2018/3/25 4:00,15,,,,
CR8,2018/3/25 5:00,57,,,,
CR8,2018/3/25 6:00,13,,,,
CR8,2018/3/25 7:00,10,,,,
CR8,2018/3/25 8:00,14,,,,
CR8,2018/3/25 9:00,12,,,,
CR8,2018/3/25 10:00,11,,,,
CR8,2018/3/25 11:00,8,,,,
CR8,2018/3/25 12:00,10,,,,
CR8,2018/3/25 13:00,11,,,,
CR8,2018/3/25 14:00,11,,,,
CR8,2018/3/25 15:00,10,,,,
CR8,2018/3/25 16:00,16,,,,
CR8,2018/3/25 17:00,11,,,,
CR8,2018/3/25 18:00,11,,,,
CR8,2018/3/25 19:00,9,,,,
CR8,2018/3/25 20:00,9,,,,
CR8,2018/3/25 21:00,11,,,,
CR8,2018/3/25 22:00,13,,,,
CR8,2018/3/25 23:00,19,,,,
CR8,2018/3/26 0:00,8,,,,
CR8,2018/3/26 1:00,11,,,,
CR8,2018/3/26 2:00,10,,,,
CR8,2018/3/26 3:00,15,,,,
CR8,2018/3/26 4:00,13,,,,
CR8,2018/3/26 5:00,8,,,,
CR8,2018/3/26 6:00,13,,,,
CR8,2018/3/26 7:00,10,,,,
CR8,2018/3/26 8:00,15,,,,
CR8,2018/3/26 9:00,12,,,,
CR8,2018/3/26 10:00,11,,,,
CR8,2018/3/26 11:00,16,,,,
CR8,2018/3/26 12:00,15,,,,
CR8,2018/3/26 13:00,14,,,,
CR8,2018/3/26 14:00,15,,,,
CR8,2018/3/26 15:00,11,,,,
CR8,2018/3/26 16:00,15,,,,
CR8,2018/3/26 17:00,12,,,,
CR8,2018/3/26 18:00,14,,,,
CR8,2018/3/26 19:00,10,,,,
CR8,2018/3/26 20:00,10,,,,
CR8,2018/3/26 21:00,19,,,,
CR8,2018/3/26 22:00,15,,,,
CR8,2018/3/26 23:00,14,,,,
CR8,2018/3/27 0:00,20,,,,
CR8,2018/3/27 1:00,,,,,
CR8,2018/3/27 2:00,,,,,
CR8,2018/3/27 3:00,,,,,
CR8,2018/3/27 4:00,,,,,
CR8,2018/3/27 5:00,,,,,
CR8,2018/3/27 6:00,,,,,
CR8,2018/3/27 7:00,,,,,
CR8,2018/3/27 8:00,,,,,
CR8,2018/3/27 9:00,,,,,
CR8,2018/3/27 10:00,,,,,
CR8,2018/3/27 11:00,,,,,
CR8,2018/3/27 12:00,,,,,
CR8,2018/3/27 13:00,,,,,
CR8,2018/3/27 14:00,,,,,
CR8,2018/3/27 15:00,,,,,
CR8,2018/3/27 16:00,,,,,
CR8,2018/3/27 17:00,,,,,
CR8,2018/3/27 18:00,,,,,
CR8,2018/3/27 19:00,,,,,
CR8,2018/3/27 20:00,,,,,
CR8,2018/3/27 21:00,,,,,
CR8,2018/3/27 22:00,,,,,
CR8,2018/3/27 23:00,,,,,
CR8,2018/3/28 0:00,,,,,
CR8,2018/3/28 1:00,,,,,
CR8,2018/3/28 2:00,,,,,
CR8,2018/3/28 3:00,,,,,
CR8,2018/3/28 4:00,,,,,
CR8,2018/3/28 5:00,,,,,
CR8,2018/3/28 6:00,,,,,
CR8,2018/3/28 7:00,,,,,
CR8,2018/3/28 8:00,,,,,
CR8,2018/3/28 9:00,,,,,
CR8,2018/3/28 10:00,,,,,
CR8,2018/3/28 11:00,,,,,
CR8,2018/3/28 12:00,,,,,
CR8,2018/3/28 13:00,,,,,
CR8,2018/3/28 14:00,,,,,
CR8,2018/3/28 15:00,,,,,
CR8,2018/3/28 16:00,,,,,
CR8,2018/3/28 17:00,,,,,
CR8,2018/3/28 18:00,,,,,
CR8,2018/3/28 19:00,,,,,
CR8,2018/3/28 20:00,,,,,
CR8,2018/3/28 21:00,,,,,
CR8,2018/3/28 22:00,,,,,
CR8,2018/3/28 23:00,,,,,
CR8,2018/3/29 0:00,,,,,
CR8,2018/3/29 1:00,,,,,
CR8,2018/3/29 2:00,,,,,
CR8,2018/3/29 3:00,,,,,
CR8,2018/3/29 4:00,,,,,
CR8,2018/3/29 5:00,,,,,
CR8,2018/3/29 6:00,,,,,
CR8,2018/3/29 7:00,,,,,
CR8,2018/3/29 8:00,,,,,
CR8,2018/3/29 9:00,,,,,
CR8,2018/3/29 10:00,,,,,
CR8,2018/3/29 11:00,,,,,
CR8,2018/3/29 12:00,,,,,
CR8,2018/3/29 13:00,,,,,
CR8,2018/3/29 14:00,,,,,
CR8,2018/3/29 15:00,,,,,
CR8,2018/3/29 16:00,,,,,
CR8,2018/3/29 17:00,,,,,
CR8,2018/3/29 18:00,,,,,
CR8,2018/3/29 19:00,,,,,
CR8,2018/3/29 20:00,,,,,
CR8,2018/3/29 21:00,,,,,
CR8,2018/3/29 22:00,,,,,
CR8,2018/3/29 23:00,,,,,
CR8,2018/3/30 0:00,,,,,
CR8,2018/3/30 1:00,,,,,
CR8,2018/3/30 2:00,,,,,
CR8,2018/3/30 3:00,,,,,
CR8,2018/3/30 4:00,,,,,
CR8,2018/3/30 5:00,,,,,
CR8,2018/3/30 6:00,,,,,
CR8,2018/3/30 7:00,,,,,
CR8,2018/3/30 8:00,,,,,
CR8,2018/3/30 9:00,,,,,
CR8,2018/3/30 10:00,,,,,
CR8,2018/3/30 11:00,,,,,
CR8,2018/3/30 12:00,,,,,
CR8,2018/3/30 13:00,,,,,
CR8,2018/3/30 14:00,,,,,
CR8,2018/3/30 15:00,,,,,
CR8,2018/3/30 16:00,,,,,
CR8,2018/3/30 17:00,,,,,
CR8,2018/3/30 18:00,,,,,
CR8,2018/3/30 19:00,,,,,
CR8,2018/3/30 20:00,,,,,
CR8,2018/3/30 21:00,,,,,
CR8,2018/3/30 22:00,,,,,
CR8,2018/3/30 23:00,,,,,
CR8,2018/3/31 0:00,,,,,
CR8,2018/3/31 1:00,,,,,
CR8,2018/3/31 2:00,,,,,
CR8,2018/3/31 3:00,,,,,
CR8,2018/3/31 4:00,,,,,
CR8,2018/3/31 5:00,,,,,
CR8,2018/3/31 6:00,,,,,
CR8,2018/3/31 7:00,,,,,
CR8,2018/3/31 8:00,,,,,
CR8,2018/3/31 9:00,,,,,
CR8,2018/3/31 10:00,,,,,
CR8,2018/3/31 11:00,,,,,
CR8,2018/3/31 12:00,,,,,
CR8,2018/3/31 13:00,,,,,
CR8,2018/3/31 14:00,,,,,
CR8,2018/3/31 15:00,,,,,
CR8,2018/3/31 16:00,,,,,
CR8,2018/3/31 17:00,,,,,
CR8,2018/3/31 18:00,,,,,
CR8,2018/3/31 19:00,,,,,
CR8,2018/3/31 20:00,,,,,
CR8,2018/3/31 21:00,,,,,
CR8,2018/3/31 22:00,,,,,
CR8,2018/3/31 23:00,,,,,
RB7,2017/1/1 0:00,,55,22,,
RB7,2017/1/1 1:00,,26,27,,
RB7,2017/1/1 2:00,,24.4,22,,
RB7,2017/1/1 3:00,,15.8,18.6,,
RB7,2017/1/1 4:00,,22.4,16.3,,
RB7,2017/1/1 5:00,,20.2,17.7,,
RB7,2017/1/1 6:00,,22.2,18.3,,
RB7,2017/1/1 7:00,,20,19.3,,
RB7,2017/1/1 8:00,,17.4,24.4,,
RB7,2017/1/1 9:00,,15.2,26,,
RB7,2017/1/1 10:00,,17.6,30,,
RB7,2017/1/1 11:00,,9,23.1,,
RB7,2017/1/1 12:00,,11.4,25.2,,
RB7,2017/1/1 13:00,,10.2,29.6,,
RB7,2017/1/1 14:00,,5.2,23,,
RB7,2017/1/1 15:00,,1.4,18.9,,
RB7,2017/1/1 16:00,,1.2,16.2,,
RB7,2017/1/1 17:00,,-1.4,17.7,,
RB7,2017/1/1 18:00,,-2.2,21.3,,
RB7,2017/1/1 19:00,,0.2,23,,
RB7,2017/1/1 20:00,,4.2,26.8,,
RB7,2017/1/1 21:00,,8.4,26.2,,
RB7,2017/1/1 22:00,,9.4,21.4,,
RB7,2017/1/1 23:00,,6,22.4,,
RB7,2017/1/2 0:00,,6,17.3,,
RB7,2017/1/2 1:00,,3,10.8,,
RB7,2017/1/2 2:00,,1.8,10.6,,
RB7,2017/1/2 3:00,,3.6,10.5,,
RB7,2017/1/2 4:00,,5.6,11.7,,
RB7,2017/1/2 5:00,,6,16.1,,
RB7,2017/1/2 6:00,,8.8,19,,
RB7,2017/1/2 7:00,,9,21.7,,
RB7,2017/1/2 8:00,,7.6,25.7,,
RB7,2017/1/2 9:00,,10.2,22.8,,
RB7,2017/1/2 10:00,,9,18.2,,
RB7,2017/1/2 11:00,,8.6,19.9,,
RB7,2017/1/2 12:00,,10.4,18.2,,
RB7,2017/1/2 13:00,,13.6,19.8,,
RB7,2017/1/2 14:00,,9.6,18.7,,
RB7,2017/1/2 15:00,,7.2,24.7,,
RB7,2017/1/2 16:00,,14.2,45.4,,
RB7,2017/1/2 17:00,,10,61.2,,
RB7,2017/1/2 18:00,,16.6,66.9,,
RB7,2017/1/2 19:00,,17.4,62.4,,
RB7,2017/1/2 20:00,,14.8,61.3,,
RB7,2017/1/2 21:00,,16.6,60.5,,
RB7,2017/1/2 22:00,,21.6,59.4,,
RB7,2017/1/2 23:00,,16.4,56.6,,
RB7,2017/1/3 0:00,,18,55.5,,
RB7,2017/1/3 1:00,,13.4,54.2,,
RB7,2017/1/3 2:00,,14.8,51.1,,
RB7,2017/1/3 3:00,,18.8,49.4,,
RB7,2017/1/3 4:00,,16.2,48.5,,
RB7,2017/1/3 5:00,,12.2,50.5,,
RB7,2017/1/3 6:00,,14,52.5,,
RB7,2017/1/3 7:00,,10.2,56.6,,
RB7,2017/1/3 8:00,,10.6,58.7,,
RB7,2017/1/3 9:00,,10.2,60.9,,
RB7,2017/1/3 10:00,,11.6,62.2,,
RB7,2017/1/3 11:00,,15,92.1,,
RB7,2017/1/3 12:00,,16.6,87.9,,
RB7,2017/1/3 13:00,,10.6,57.6,,
RB7,2017/1/3 14:00,,9.2,45.2,,
RB7,2017/1/3 15:00,,5.8,41.8,,
RB7,2017/1/3 16:00,,9.8,42.3,,
RB7,2017/1/3 17:00,,6.2,51.1,,
RB7,2017/1/3 18:00,,13.2,62.6,,
RB7,2017/1/3 19:00,,7.2,59.9,,
RB7,2017/1/3 20:00,,13,58.1,,
RB7,2017/1/3 21:00,,8.2,50.5,,
RB7,2017/1/3 22:00,,9.6,35.8,,
RB7,2017/1/3 23:00,,9.2,44.9,,
RB7,2017/1/4 0:00,,6.4,33.4,,
RB7,2017/1/4 1:00,,8.2,28.1,,
RB7,2017/1/4 2:00,,5,25.4,,
RB7,2017/1/4 3:00,,4.4,22.3,,
RB7,2017/1/4 4:00,,4.6,26.4,,
RB7,2017/1/4 5:00,,5,24.5,,
RB7,2017/1/4 6:00,,11,40.7,,
RB7,2017/1/4 7:00,,10,70.2,,
RB7,2017/1/4 8:00,,8,59.6,,
RB7,2017/1/4 9:00,,5,59.9,,
RB7,2017/1/4 10:00,,4.4,51,,
RB7,2017/1/4 11:00,,10.6,33.5,,
RB7,2017/1/4 12:00,,12.8,31.2,,
RB7,2017/1/4 13:00,,16,28.2,,
RB7,2017/1/4 14:00,,15,38.1,,
RB7,2017/1/4 15:00,,11.2,53.9,,
RB7,2017/1/4 16:00,,13.2,54.6,,
RB7,2017/1/4 17:00,,12.8,57.5,,
RB7,2017/1/4 18:00,,14.2,64.7,,
RB7,2017/1/4 19:00,,11,54.9,,
RB7,2017/1/4 20:00,,9.8,50.3,,
RB7,2017/1/4 21:00,,10,40.3,,
RB7,2017/1/4 22:00,,8.6,36,,
RB7,2017/1/4 23:00,,7,31.5,,
RB7,2017/1/5 0:00,,7.2,26,,
RB7,2017/1/5 1:00,,11.4,23.2,,
RB7,2017/1/5 2:00,,8.8,21.2,,
RB7,2017/1/5 3:00,,11.6,22.7,,
RB7,2017/1/5 4:00,,7.8,26.7,,
RB7,2017/1/5 5:00,,8,36.4,,
RB7,2017/1/5 6:00,,9.2,64.3,,
RB7,2017/1/5 7:00,,13.4,89.9,,
RB7,2017/1/5 8:00,,21,87.4,,
RB7,2017/1/5 9:00,,10.6,69,,
RB7,2017/1/5 10:00,,14.4,57.2,,
RB7,2017/1/5 11:00,,14.6,48.5,,
RB7,2017/1/5 12:00,,22.4,46.9,,
RB7,2017/1/5 13:00,,20,49.6,,
RB7,2017/1/5 14:00,,18.4,61.6,,
RB7,2017/1/5 15:00,,15,68.8,,
RB7,2017/1/5 16:00,,27.8,78.8,,
RB7,2017/1/5 17:00,,20.6,81.6,,
RB7,2017/1/5 18:00,,24.2,87.9,,
RB7,2017/1/5 19:00,,28.4,78.4,,
RB7,2017/1/5 20:00,,30.6,78,,
RB7,2017/1/5 21:00,,35.8,83.3,,
RB7,2017/1/5 22:00,,33.8,82.4,,
RB7,2017/1/5 23:00,,28.6,74,,
RB7,2017/1/6 0:00,,31.6,67.1,,
RB7,2017/1/6 1:00,,33.8,58.1,,
RB7,2017/1/6 2:00,,30.6,53.2,,
RB7,2017/1/6 3:00,,35.4,54.2,,
RB7,2017/1/6 4:00,,37.4,54.2,,
RB7,2017/1/6 5:00,,40.6,55.4,,
RB7,2017/1/6 6:00,,33.4,63.4,,
RB7,2017/1/6 7:00,,33.8,90.9,,
RB7,2017/1/6 8:00,,32.4,79.7,,
RB7,2017/1/6 9:00,,33,76.8,,
RB7,2017/1/6 10:00,,25.6,61.4,,
RB7,2017/1/6 11:00,,23.6,53.5,,
RB7,2017/1/6 12:00,,17.6,46.1,,
RB7,2017/1/6 13:00,,21.4,43.6,,
RB7,2017/1/6 14:00,,23.4,53.7,,
RB7,2017/1/6 15:00,18,25,64.4,,
RB7,2017/1/6 16:00,18,19.2,69.3,,
RB7,2017/1/6 17:00,18,18,71.8,,
RB7,2017/1/6 18:00,17,17.4,59.5,,
RB7,2017/1/6 19:00,15,13,44.5,,
RB7,2017/1/6 20:00,10,9.4,40.2,,
RB7,2017/1/6 21:00,12,12,35.2,,
RB7,2017/1/6 22:00,11,9.8,30,,
RB7,2017/1/6 23:00,10,6,39.6,,
RB7,2017/1/7 0:00,8,3,28.9,,
RB7,2017/1/7 1:00,8,5,18.4,,
RB7,2017/1/7 2:00,7,3.6,18,,
RB7,2017/1/7 3:00,9,5,21.4,,
RB7,2017/1/7 4:00,8,4.4,25.6,,
RB7,2017/1/7 5:00,7,4.4,28.6,,
RB7,2017/1/7 6:00,10,9.4,40.2,,
RB7,2017/1/7 7:00,11,9.6,46.2,,
RB7,2017/1/7 8:00,18,13.2,50.8,,
RB7,2017/1/7 9:00,17,12.8,52.4,,
RB7,2017/1/7 10:00,17,15.4,49.7,,
RB7,2017/1/7 11:00,16,11.8,47,,
RB7,2017/1/7 12:00,11,9.8,41.3,,
RB7,2017/1/7 13:00,10,10.2,43.8,,
RB7,2017/1/7 14:00,13,10,41.5,,
RB7,2017/1/7 15:00,14,14,45.7,,
RB7,2017/1/7 16:00,17,14,51.5,,
RB7,2017/1/7 17:00,19,16.6,58.3,,
RB7,2017/1/7 18:00,16,13.2,56.7,,
RB7,2017/1/7 19:00,19,14.4,55.9,,
RB7,2017/1/7 20:00,21,17.8,57.2,,
RB7,2017/1/7 21:00,22,18,60.9,,
RB7,2017/1/7 22:00,25,20,61,,
RB7,2017/1/7 23:00,75,20,59.3,,
RB7,2017/1/8 0:00,26,24.6,52.6,,
RB7,2017/1/8 1:00,24,24.4,46.6,,
RB7,2017/1/8 2:00,21,17.2,45.5,,
RB7,2017/1/8 3:00,24,22,44.4,,
RB7,2017/1/8 4:00,23,19.6,41.5,,
RB7,2017/1/8 5:00,22,18.8,43.8,,
RB7,2017/1/8 6:00,27,18.8,43.3,,
RB7,2017/1/8 7:00,28,20.8,43.6,,
RB7,2017/1/8 8:00,29,18,45.3,,
RB7,2017/1/8 9:00,26,25.8,50.7,,
RB7,2017/1/8 10:00,34,19.6,52.2,,
RB7,2017/1/8 11:00,30,25.6,54.1,,
RB7,2017/1/8 12:00,25,15.8,56.6,,
RB7,2017/1/8 13:00,25,22.6,53.1,,
